query_id,utility_value
0,51.03
1,50.638999999999996
2,51.464
3,51.105000000000004
4,49.834
5,50.772999999999996
6,50.347
7,50.873999999999995
8,51.617000000000004
9,51.183
10,51.596000000000004
11,50.956
12,48.857
13,50.363
14,50.588
15,51.751000000000005
16,50.352000000000004
17,49.337
18,52.260999999999996
19,52.117999999999995
20,50.831
21,50.923
22,50.641999999999996
23,51.031
24,50.863
25,50.69199999999999
26,51.104
27,51.356
28,51.328
29,49.775000000000006
30,51.393
31,50.619
32,49.488
33,49.788
34,52.281
35,50.381
36,49.629999999999995
37,49.146
38,50.64
39,50.011
40,50.19
41,51.435
42,50.878
43,49.762
44,49.587999999999994
45,51.168
46,50.07299999999999
47,50.614000000000004
48,51.598
49,48.993
50,49.988
51,50.391999999999996
52,51.861000000000004
53,50.051
54,50.448
55,51.623000000000005
56,49.857
57,49.489999999999995
58,50.57
59,51.327
60,51.230000000000004
61,52.065
62,51.126000000000005
63,50.595
64,50.879000000000005
65,50.312
66,49.816
67,50.623000000000005
68,50.919
69,50.119
70,50.16
71,50.819
72,49.433
73,49.729
74,52.719
75,48.933
76,50.547
77,50.552
78,50.072
79,51.376000000000005
80,49.545
81,50.016
82,51.089
83,49.188
84,50.698
85,49.962
86,51.681
87,49.566
88,51.257999999999996
89,50.870000000000005
90,51.049
91,49.230999999999995
92,50.015
93,50.638
94,51.035
95,49.977000000000004
96,49.179
97,50.111
98,48.296
99,50.92700000000001
100,51.15
101,51.32
102,50.863
103,50.339
104,49.587999999999994
105,51.5
106,49.477000000000004
107,49.783
108,50.954
109,50.394000000000005
110,50.292
111,50.43000000000001
112,50.144
113,50.491
114,50.805
115,50.423
116,51.687
117,49.620999999999995
118,50.775
119,50.828
120,51.565
121,49.239000000000004
122,51.123000000000005
123,50.798
124,49.992000000000004
125,51.946
126,50.171
127,50.769000000000005
128,51.843
129,51.164
130,49.68600000000001
131,52.263999999999996
132,51.381
133,52.375
134,51.714
135,51.522
136,49.655
137,51.667
138,51.384
139,50.485
140,50.196
141,51.629000000000005
142,50.641999999999996
143,51.198
144,49.869
145,50.837
146,51.248000000000005
147,49.796
148,50.012
149,51.866
150,51.293
151,49.069
152,49.393
153,51.224000000000004
154,50.698
155,51.324
156,50.866
157,48.397999999999996
158,51.446
159,50.283
160,49.304
161,51.282
162,49.721000000000004
163,49.341
164,50.11
165,49.719
166,50.298
167,50.616
168,49.756
169,51.816
170,50.545
171,50.522999999999996
172,50.379000000000005
173,49.946
174,50.944
175,49.620000000000005
176,51.608999999999995
177,50.513000000000005
178,50.009
179,50.226
180,50.317
181,53.025000000000006
182,50.150999999999996
183,50.86
184,48.723
185,50.363
186,50.855000000000004
187,48.439
188,50.411
189,49.966
190,48.914
191,49.576
192,49.891999999999996
193,51.408
194,49.308
195,50.144999999999996
196,50.814
197,50.412000000000006
198,50.133
199,49.569
200,50.723
201,49.53
202,50.124
203,50.122
204,50.948
205,49.549
206,50.862
207,50.278999999999996
208,49.955
209,51.96
210,50.038
211,51.251999999999995
212,51.384
213,50.789
214,49.492000000000004
215,50.412
216,51.834
217,50.383
218,50.278999999999996
219,49.876
220,51.574
221,51.608
222,50.899
223,51.281
224,51.325
225,50.423
226,51.486000000000004
227,51.049
228,50.081
229,51.882000000000005
230,52.481
231,51.463
232,51.444
233,50.998999999999995
234,50.998000000000005
235,48.395
236,52.146
237,51.738
238,50.344
239,49.521
240,49.738
241,51.643
242,48.68
243,49.523
244,51.867000000000004
245,50.253
246,49.718999999999994
247,52.875
248,51.041
249,52.212
250,49.239000000000004
251,51.226
252,50.506
253,50.574
254,49.488
255,49.766000000000005
256,49.995000000000005
257,49.205
258,50.82
259,49.316
260,51.354
261,50.870000000000005
262,49.841
263,51.596000000000004
264,51.372
265,49.736000000000004
266,50.499
267,50.141999999999996
268,50.096000000000004
269,50.566
270,51.41
271,48.733000000000004
272,51.021
273,50.236999999999995
274,49.298
275,50.968
276,48.662
277,51.45
278,50.007999999999996
279,48.455
280,48.967
281,50.563
282,50.162
283,48.981
284,50.919
285,50.343999999999994
286,49.672
287,50.938
288,51.794
289,50.201
290,51.346000000000004
291,50.92
292,50.314
293,51.2
294,50.14
295,51.751999999999995
296,49.306
297,51.138999999999996
298,49.179
299,50.036
300,49.484
301,48.656
302,51.435
303,50.703
304,50.205
305,49.432
306,51.123
307,51.120999999999995
308,50.868
309,49.574
310,51.21
311,50.482
312,50.472
313,49.841
314,50.752
315,50.103
316,50.147999999999996
317,49.304
318,50.314
319,49.232
320,51.455
321,51.104
322,50.092
323,50.505
324,52.469
325,48.978
326,51.875
327,50.015
328,50.476
329,49.407
330,51.733999999999995
331,51.245000000000005
332,51.204
333,50.944
334,50.774
335,48.263
336,49.149
337,50.141999999999996
338,49.953
339,50.887
340,50.219
341,50.562
342,50.119
343,50.176
344,50.814
345,51.533
346,50.183
347,50.434
348,51.409
349,48.498
350,50.146
351,50.793000000000006
352,51.679
353,51.128
354,51.342
355,51.376999999999995
356,49.947
357,49.013000000000005
358,49.965
359,49.168
360,51.248
361,51.208
362,50.711
363,51.605000000000004
364,50.839
365,51.349999999999994
366,48.26
367,50.525999999999996
368,49.736999999999995
369,51.422
370,49.002
371,49.391999999999996
372,51.099000000000004
373,50.375
374,52.524
375,49.133
376,50.329
377,49.587
378,51.053
379,51.342
380,50.189
381,50.78
382,51.107
383,51.428
384,51.128
385,49.459
386,51.753
387,51.852000000000004
388,50.601
389,51.412000000000006
390,49.312
391,51.739000000000004
392,51.504999999999995
393,50.325
394,51.655
395,51.13
396,51.638000000000005
397,50.047
398,48.718999999999994
399,49.565
400,51.351
401,51.007999999999996
402,50.251000000000005
403,50.851
404,52.795
405,51.078
406,50.433
407,50.095
408,49.379000000000005
409,52.366
410,50.771
411,50.635999999999996
412,48.701
413,51.233000000000004
414,49.613
415,50.923
416,49.744
417,50.494
418,50.065
419,50.327
420,51.544
421,50.525000000000006
422,52.339
423,51.004
424,50.445
425,51.620999999999995
426,50.582
427,51.348
428,49.92
429,50.482
430,50.751000000000005
431,51.911
432,51.406
433,49.772
434,50.376
435,50.09
436,51.58
437,49.059
438,51.424
439,51.013999999999996
440,51.958
441,50.818
442,52.739000000000004
443,50.066
444,51.577
445,49.951
446,49.489999999999995
447,52.61
448,50.119
449,49.677
450,50.138
451,50.623000000000005
452,50.045
453,50.659
454,50.161
455,50.325
456,51.25
457,51.0
458,50.474000000000004
459,50.400999999999996
460,50.126999999999995
461,49.839
462,50.359
463,49.013
464,49.065
465,49.86
466,51.031000000000006
467,49.686
468,51.061
469,52.022
470,52.177
471,50.751000000000005
472,51.0
473,48.832
474,51.260999999999996
475,48.631
476,50.94
477,51.510999999999996
478,49.757000000000005
479,52.114000000000004
480,51.323
481,50.164
482,51.534
483,51.087
484,49.778999999999996
485,49.038
486,50.269999999999996
487,48.367000000000004
488,50.105000000000004
489,49.163
490,50.924
491,49.879000000000005
492,51.747
493,51.135999999999996
494,51.332
495,49.774
496,50.244
497,50.363
498,49.293000000000006
499,49.974000000000004
500,49.486
501,48.727000000000004
502,48.629999999999995
503,50.887
504,52.331
505,51.546
506,50.348
507,50.505
508,51.086
509,50.248
510,50.487
511,50.274
512,49.848
513,51.394
514,49.079
515,51.06
516,50.428
517,53.198
518,51.087
519,50.260000000000005
520,50.316
521,51.123999999999995
522,50.372
523,51.453
524,51.479
525,49.480000000000004
526,50.076
527,52.593999999999994
528,48.447
529,49.816
530,51.3
531,50.124
532,49.915
533,51.992000000000004
534,51.078
535,52.435
536,51.047
537,50.119
538,51.596000000000004
539,49.057
540,51.805
541,49.19
542,50.193
543,49.464
544,50.562
545,47.991
546,48.965
547,49.688
548,51.086
549,52.087
550,51.202
551,50.894999999999996
552,50.223
553,51.120000000000005
554,50.035
555,49.247
556,49.801
557,50.75
558,51.647000000000006
559,52.009
560,51.699
561,51.564
562,50.155
563,51.369
564,47.507000000000005
565,51.748999999999995
566,49.726
567,52.005
568,50.104
569,50.067
570,49.754999999999995
571,48.766
572,49.691
573,51.367000000000004
574,50.298
575,49.741
576,49.958
577,50.542
578,49.092
579,50.979
580,49.914
581,51.189
582,49.749
583,50.431
584,51.714
585,49.127
586,51.186
587,50.473
588,50.128
589,49.786
590,50.11
591,51.717
592,50.34
593,50.111000000000004
594,49.545
595,50.535
596,50.919
597,50.443
598,51.106
599,51.44
600,51.039
601,51.688
602,51.888
603,50.147999999999996
604,51.076
605,50.894
606,50.848
607,49.476
608,49.358000000000004
609,50.528000000000006
610,51.19
611,50.123999999999995
612,50.315
613,51.306
614,49.906000000000006
615,50.989999999999995
616,49.196
617,50.567
618,49.333
619,50.522
620,52.25
621,50.541
622,51.184
623,49.378
624,50.04
625,51.612
626,48.752
627,48.506
628,49.854
629,51.79
630,51.405
631,50.705
632,49.921
633,50.967
634,49.676
635,50.577
636,49.407
637,51.879000000000005
638,49.683
639,47.669
640,51.289
641,50.688
642,48.751000000000005
643,49.534000000000006
644,50.873000000000005
645,50.614
646,50.149
647,49.027
648,48.352000000000004
649,49.786
650,50.196
651,50.957
652,50.035
653,49.862
654,50.048
655,50.444
656,50.285
657,50.775999999999996
658,51.683
659,50.394
660,51.058
661,50.33
662,50.043
663,50.989000000000004
664,50.775999999999996
665,49.664
666,52.150000000000006
667,50.345
668,50.697
669,50.925
670,50.436
671,51.638999999999996
672,49.789
673,50.772999999999996
674,50.123999999999995
675,49.328
676,51.701
677,51.116
678,50.013000000000005
679,51.025999999999996
680,52.544
681,49.29
682,51.792
683,49.981
684,52.257
685,50.989999999999995
686,51.428
687,50.233999999999995
688,50.557
689,51.532
690,50.263999999999996
691,54.418000000000006
692,50.531000000000006
693,51.482
694,51.260999999999996
695,49.982
696,50.287
697,50.956
698,50.833
699,51.781000000000006
700,51.912
701,49.547
702,50.635999999999996
703,51.578
704,51.559
705,50.087
706,50.091
707,49.543
708,51.349000000000004
709,51.853
710,49.535
711,51.841
712,50.486999999999995
713,49.364000000000004
714,49.153000000000006
715,49.653999999999996
716,49.291
717,48.201
718,49.948
719,51.093
720,51.028
721,50.17
722,50.402
723,50.155
724,51.18
725,52.928
726,49.364000000000004
727,48.966
728,49.346000000000004
729,50.313
730,50.003
731,49.494
732,51.039
733,48.797
734,50.171
735,51.081999999999994
736,49.931
737,48.598
738,52.051
739,50.2
740,51.356
741,49.456
742,50.932
743,50.483999999999995
744,50.870999999999995
745,50.753
746,51.189
747,50.298
748,50.351
749,50.397999999999996
750,50.187
751,49.366
752,49.769
753,50.757000000000005
754,50.106
755,50.749
756,52.428
757,50.407
758,50.425
759,52.33
760,48.75
761,51.045
762,50.607
763,51.328
764,51.113
765,53.372
766,49.730000000000004
767,51.086
768,50.974000000000004
769,49.606
770,50.052
771,50.524
772,50.46
773,50.593
774,49.861000000000004
775,49.413
776,50.169
777,50.437
778,50.081
779,52.018
780,50.098
781,51.032
782,49.754999999999995
783,50.281
784,50.028000000000006
785,48.614
786,50.314
787,50.019000000000005
788,49.283
789,51.082
790,50.269999999999996
791,49.852000000000004
792,51.305
793,50.123000000000005
794,49.437
795,49.528000000000006
796,50.891
797,50.734
798,51.239999999999995
799,51.257999999999996
800,50.608000000000004
801,51.498999999999995
802,50.614000000000004
803,52.674
804,48.343999999999994
805,50.665
806,47.686
807,50.727999999999994
808,50.506
809,50.173
810,51.083
811,51.39
812,50.405
813,51.051
814,48.922
815,51.278000000000006
816,50.879
817,50.902
818,48.35
819,50.985
820,50.727000000000004
